id,year,sex,age,marital_status,degree,occ_prestige,num_children,op_working_mother,op_preschool,op_family,op_men_over_work,op_childcare,work_status,hours_worked,ever_worked
2911,2021,Female,1990-1999,Never Married,High School,31,0,NA,NA,NA,NA,Too Little,Working full time,80-89,Inapplicable
2912,2021,Female,1990-1999,Never Married,High School,64,0,NA,NA,NA,NA,Too Little,In school,More than 89,YES
2913,2021,Male,1960-1969,Married,Less than High School,35,1,Strongly Agree,Strongly Disagree,Strongly Disagree,Disagree,Too Little,Working full time,40-49,Inapplicable
2914,2021,Female,1980-1989,Never Married,Bachelors,47,0,NA,NA,NA,NA,About Right,Working full time,70-79,Inapplicable
2915,2021,NA,Don't Know,Never Married,Bachelors,70,NA,Agree,Disagree,Agree,Neither Agree Nor Disagree,Too Much,Working full time,40-49,Inapplicable
2916,2021,Female,1950-1959,Separated,Less than High School,33,3,NA,NA,NA,NA,Too Little,Retired,More than 89,YES
2917,2021,Male,1950-1959,Divorced,High School,58,0,Agree,Disagree,Agree,Disagree,About Right,Retired,More than 89,YES
2918,2021,Male,2000-2009,Never Married,High School,NA,0,Disagree,Disagree,Agree,Neither Agree Nor Disagree,About Right,Keeping house,More than 89,NO
2919,2021,Male,1950-1959,Married,High School,25,5,NA,NA,NA,NA,Too Much,Working full time,40-49,Inapplicable
2920,2021,Male,1980-1989,Married,Bachelors,52,1,Strongly Agree,Strongly Disagree,Strongly Disagree,Agree,Too Little,Working full time,40-49,Inapplicable
2921,2021,Male,1970-1979,Married,Bachelors,55,3,NA,NA,NA,NA,Too Little,Working full time,30-39,Inapplicable
2922,2021,Male,1950-1959,Married,High School,33,1,NA,NA,NA,NA,About Right,Working full time,40-49,Inapplicable
2923,2021,Male,1980-1989,Never Married,High School,24,0,Agree,Agree,Disagree,Neither Agree Nor Disagree,Too Much,In school,More than 89,YES
2924,2021,Female,1960-1969,Married,High School,36,1,NA,NA,NA,NA,Too Little,Working part time,20-29,Inapplicable
2925,2021,Male,2000-2009,Never Married,High School,NA,0,Agree,Agree,Agree,Agree,About Right,In school,More than 89,NO
2926,2021,Female,1990-1999,Never Married,Bachelors,31,0,NA,NA,NA,NA,Too Little,Working full time,50-59,Inapplicable
2927,2021,Male,1990-1999,Married,Bachelors,60,2,Agree,Disagree,Disagree,Agree,NA,Working full time,60-69,Inapplicable
2928,2021,Female,1980-1989,Married,Bachelors,48,2,NA,NA,NA,NA,About Right,Keeping house,More than 89,YES
2929,2021,Female,1950-1959,Married,High School,53,4,Agree,Disagree,Strongly Disagree,Neither Agree Nor Disagree,Too Little,Working full time,40-49,Inapplicable
2930,2021,Male,1940-1949,Married,Bachelors,31,2,Disagree,Agree,Disagree,Neither Agree Nor Disagree,Too Little,Retired,More than 89,YES
2931,2021,Male,1990-1999,Never Married,Graduate,33,0,Strongly Agree,Disagree,Strongly Disagree,Strongly Agree,Too Little,Working full time,40-49,Inapplicable
2932,2021,Female,1980-1989,NA,High School,NA,NA,Disagree,Agree,Strongly Disagree,Neither Agree Nor Disagree,Too Little,In school,More than 89,NO
2933,2021,NA,Don't Know,Married,Less than High School,NA,0,Agree,Strongly Agree,Agree,Agree,About Right,Working part time,0-9,Inapplicable
2934,2021,Female,1960-1969,Divorced,High School,48,3,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Too Little,Retired,More than 89,YES
2936,2021,Male,1960-1969,Married,Graduate,74,2,Strongly Agree,Strongly Disagree,Strongly Disagree,Neither Agree Nor Disagree,About Right,Working full time,40-49,Inapplicable
2937,2021,Female,1960-1969,Married,Bachelors,49,0,NA,NA,NA,NA,Too Little,Working full time,50-59,Inapplicable
2938,2021,Male,1950-1959,Married,High School,32,3,Agree,Disagree,Agree,Agree,About Right,Working part time,70-79,Inapplicable
2940,2021,Male,1980-1989,Married,Bachelors,60,1,Strongly Agree,Strongly Disagree,Strongly Disagree,Agree,About Right,Working full time,40-49,Inapplicable
2941,2021,Male,1970-1979,Never Married,High School,24,0,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,About Right,Working full time,40-49,Inapplicable
2942,2021,Female,1970-1979,Divorced,Graduate,72,0,Strongly Agree,Strongly Disagree,Strongly Disagree,Agree,Too Little,Working full time,40-49,Inapplicable
2943,2021,Female,1980-1989,Never Married,Graduate,62,0,NA,NA,NA,NA,About Right,Working full time,40-49,Inapplicable
2944,2021,Female,1960-1969,Married,Graduate,59,0,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,About Right,Working full time,50-59,Inapplicable
2945,2021,Female,1950-1959,Married,High School,32,2,Strongly Disagree,Strongly Agree,Agree,Neither Agree Nor Disagree,About Right,Retired,More than 89,YES
2946,2021,Male,1960-1969,Divorced,High School,43,0,NA,NA,NA,NA,Too Little,"Unemployed, laid off, looking for work",More than 89,Inapplicable
2947,2021,Male,1980-1989,Never Married,High School,49,0,Strongly Disagree,Strongly Disagree,Strongly Disagree,Neither Agree Nor Disagree,About Right,Keeping house,More than 89,YES
2948,2021,Female,Don't Know,Never Married,Bachelors,55,0,NA,NA,NA,NA,Too Little,Working full time,40-49,Inapplicable
2949,2021,Female,1980-1989,Married,Bachelors,63,2,Strongly Disagree,Strongly Agree,Disagree,Disagree,Too Little,Working full time,40-49,Inapplicable
2950,2021,Male,Don't Know,Married,Bachelors,42,0,NA,NA,NA,NA,About Right,Working full time,40-49,Inapplicable
2951,2021,Female,1970-1979,Divorced,High School,35,1,NA,NA,NA,NA,Too Little,Working full time,50-59,Inapplicable
2952,2021,Female,1960-1969,Married,Associate/Junior College,40,2,NA,NA,NA,NA,Too Much,Working part time,10-19,Inapplicable
2953,2021,Male,Don't Know,Married,High School,28,2,Strongly Disagree,Disagree,Disagree,Disagree,Too Much,Other,More than 89,YES
2954,2021,Female,1960-1969,Married,High School,39,2,NA,NA,NA,NA,About Right,Keeping house,More than 89,YES
2955,2021,Female,1970-1979,Married,High School,45,1,Agree,Strongly Disagree,Strongly Disagree,Neither Agree Nor Disagree,Too Little,Working full time,40-49,Inapplicable
2957,2021,Female,1980-1989,Never Married,Bachelors,47,0,NA,NA,NA,NA,Too Little,Working full time,40-49,Inapplicable
2958,2021,Female,1940-1949,Married,Associate/Junior College,60,0,Strongly Disagree,Disagree,Disagree,Disagree,About Right,Retired,More than 89,YES
2959,2021,Male,1950-1959,Married,High School,25,2,Disagree,Disagree,Strongly Disagree,Agree,Too Much,Retired,More than 89,YES
2960,2021,Male,1930-1939,Widowed,High School,45,3,NA,NA,NA,NA,Too Little,Retired,More than 89,YES
2962,2021,Female,1980-1989,Never Married,Bachelors,25,0,Agree,Disagree,Strongly Disagree,Neither Agree Nor Disagree,Too Little,Working full time,40-49,Inapplicable
2963,2021,Female,1980-1989,Never Married,Bachelors,39,0,NA,NA,NA,NA,Too Little,"Unemployed, laid off, looking for work",More than 89,Inapplicable
2964,2021,Female,1990-1999,Never Married,Bachelors,46,0,Agree,Strongly Disagree,Strongly Disagree,Agree,Too Much,Working full time,30-39,Inapplicable
2965,2021,Female,1980-1989,Married,Bachelors,35,3,NA,NA,NA,NA,About Right,Working full time,50-59,Inapplicable
2966,2021,Female,1990-1999,Never Married,High School,22,1,Disagree,Disagree,Agree,Neither Agree Nor Disagree,About Right,Working full time,30-39,Inapplicable
2967,2021,Female,1960-1969,Married,High School,45,1,Strongly Agree,Strongly Disagree,Strongly Disagree,Neither Agree Nor Disagree,Too Little,Working part time,20-29,Inapplicable
2968,2021,Female,1930-1939,Married,High School,32,4,Agree,Agree,Agree,Neither Agree Nor Disagree,About Right,Retired,More than 89,YES
2969,2021,Male,1960-1969,Married,Bachelors,65,0,Disagree,Agree,Agree,Disagree,About Right,Working full time,80-89,Inapplicable
2970,2021,Male,1960-1969,Never Married,High School,64,0,Agree,Disagree,Strongly Disagree,Strongly Disagree,About Right,Other,More than 89,YES
2971,2021,Male,1980-1989,Married,Bachelors,45,2,NA,NA,NA,NA,Too Little,Working full time,40-49,Inapplicable
2972,2021,Male,1930-1939,Married,Graduate,45,2,Agree,Agree,Disagree,Agree,Too Little,Retired,More than 89,YES
2973,2021,Male,1950-1959,Married,High School,44,2,Agree,Disagree,Agree,Neither Agree Nor Disagree,About Right,Retired,More than 89,YES
2974,2021,Male,1960-1969,Married,Bachelors,70,2,Agree,Disagree,Strongly Disagree,Neither Agree Nor Disagree,Too Much,Working full time,50-59,Inapplicable
2975,2021,Male,1960-1969,Married,High School,50,4,Disagree,Strongly Agree,Disagree,Agree,Too Much,"With a job, but not at work because of temporary illness, vacation, strike",More than 89,Inapplicable
2976,2021,Male,1940-1949,Widowed,Less than High School,35,1,Disagree,Agree,Agree,Neither Agree Nor Disagree,About Right,Working full time,40-49,Inapplicable
2977,2021,Female,1950-1959,Never Married,High School,22,0,NA,NA,NA,NA,Too Little,Retired,More than 89,YES
2978,2021,Female,Don't Know,Married,Bachelors,46,0,Agree,Agree,Agree,Neither Agree Nor Disagree,About Right,Working full time,60-69,Inapplicable
2979,2021,Male,1960-1969,Married,Associate/Junior College,59,0,Agree,Disagree,Strongly Disagree,Agree,About Right,Working full time,40-49,Inapplicable
2980,2021,NA,Don't Know,Never Married,High School,48,0,Agree,Disagree,Strongly Disagree,Neither Agree Nor Disagree,Too Little,"Unemployed, laid off, looking for work",More than 89,Inapplicable
2981,2021,Female,2000-2009,Widowed,High School,NA,0,NA,NA,NA,NA,Too Little,In school,More than 89,NO
2982,2021,Female,Don't Know,Widowed,Less than High School,32,2,Disagree,Agree,Strongly Agree,Disagree,About Right,Other,More than 89,YES
2983,2021,Female,1980-1989,Married,High School,NA,2,Disagree,Agree,Agree,Agree,Too Little,Keeping house,More than 89,NO
2984,2021,Male,1940-1949,Widowed,Bachelors,61,2,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Too Little,Retired,More than 89,YES
2985,2021,Male,1960-1969,Married,High School,50,2,Disagree,Disagree,Disagree,Neither Agree Nor Disagree,About Right,Working full time,40-49,Inapplicable
2986,2021,Male,1950-1959,Married,Bachelors,56,0,Agree,Disagree,Disagree,Agree,Too Little,Working full time,40-49,Inapplicable
2987,2021,Male,1970-1979,Never Married,High School,30,1,Agree,Agree,Disagree,Agree,Too Little,Working full time,40-49,Inapplicable
2988,2021,Female,1960-1969,Married,Associate/Junior College,64,2,Strongly Agree,Strongly Disagree,Strongly Disagree,Disagree,About Right,Working full time,40-49,Inapplicable
2989,2021,Female,1940-1949,Divorced,High School,38,3,Strongly Agree,Disagree,Strongly Disagree,Neither Agree Nor Disagree,Too Little,Retired,More than 89,YES
2990,2021,Female,1990-1999,Never Married,High School,35,0,NA,NA,NA,NA,Too Little,Working full time,40-49,Inapplicable
2992,2021,Male,1950-1959,Divorced,High School,24,2,Agree,Disagree,Disagree,Agree,About Right,Working full time,60-69,Inapplicable
2993,2021,Male,1950-1959,Married,Bachelors,60,3,Strongly Agree,Strongly Disagree,Disagree,Neither Agree Nor Disagree,About Right,Retired,More than 89,YES
2994,2021,Male,1980-1989,Never Married,Associate/Junior College,31,1,Strongly Agree,Strongly Disagree,Strongly Disagree,Neither Agree Nor Disagree,Too Little,In school,More than 89,YES
2995,2021,Female,1970-1979,Married,Graduate,NA,2,NA,NA,NA,NA,Too Little,Keeping house,More than 89,NO
2996,2021,Male,1960-1969,Married,High School,43,1,Agree,Agree,Disagree,Neither Agree Nor Disagree,Too Little,Retired,More than 89,YES
2997,2021,NA,Don't Know,Never Married,NA,35,0,NA,NA,NA,NA,Too Little,"Unemployed, laid off, looking for work",More than 89,Inapplicable
2998,2021,Male,Don't Know,Married,High School,40,1,Agree,Disagree,Disagree,Disagree,Too Little,Retired,More than 89,YES
2999,2021,Female,1990-1999,Married,Graduate,50,0,Strongly Agree,Strongly Disagree,Strongly Disagree,Agree,Too Little,In school,More than 89,YES
3000,2021,NA,1990-1999,Never Married,Bachelors,46,NA,NA,NA,NA,NA,Too Little,Working part time,20-29,Inapplicable
3001,2021,Female,1940-1949,Never Married,Graduate,48,0,Strongly Agree,Disagree,Strongly Disagree,Neither Agree Nor Disagree,About Right,Retired,More than 89,YES
3002,2021,Male,1950-1959,Married,Graduate,53,3,Agree,Disagree,Agree,Agree,About Right,Retired,More than 89,YES
3003,2021,Male,1950-1959,Married,Graduate,72,2,NA,NA,NA,NA,Too Little,Retired,More than 89,YES
3004,2021,Male,1970-1979,Married,High School,44,2,NA,NA,NA,NA,Too Little,Working full time,50-59,Inapplicable
3005,2021,Female,1990-1999,Married,Bachelors,51,0,Strongly Agree,Strongly Disagree,Disagree,Agree,Too Little,Working full time,40-49,Inapplicable
3007,2021,Male,1970-1979,Married,Associate/Junior College,32,2,NA,NA,NA,NA,Too Little,Working full time,40-49,Inapplicable
3008,2021,Male,1950-1959,Married,High School,64,1,Disagree,Agree,Disagree,Agree,Too Little,Other,More than 89,YES
3009,2021,Female,1980-1989,Married,High School,59,1,Agree,Disagree,Strongly Disagree,Agree,Too Little,Working part time,30-39,Inapplicable
3010,2021,NA,Don't Know,Widowed,Less than High School,66,2,NA,NA,NA,NA,About Right,Retired,More than 89,YES
3011,2021,Female,1960-1969,Married,Bachelors,53,2,Strongly Agree,Strongly Disagree,Strongly Disagree,Neither Agree Nor Disagree,Too Little,Working full time,40-49,Inapplicable
3012,2021,Female,1950-1959,Married,Bachelors,53,6,Agree,Agree,Disagree,Agree,Too Little,Working full time,40-49,Inapplicable
3013,2021,Male,1950-1959,Divorced,High School,44,1,Agree,Disagree,Agree,Disagree,Too Little,Retired,More than 89,YES
3014,2021,Female,1960-1969,Never Married,High School,69,2,NA,NA,NA,NA,About Right,Working full time,30-39,Inapplicable
3015,2021,Male,1960-1969,Divorced,High School,44,3,NA,NA,NA,NA,Too Much,Other,More than 89,YES
3016,2021,Female,1970-1979,Separated,Less than High School,48,7,Strongly Agree,Strongly Disagree,Disagree,Disagree,Too Little,"Unemployed, laid off, looking for work",More than 89,Inapplicable
3017,2021,Male,1940-1949,Married,High School,35,2,NA,NA,NA,NA,Too Little,Retired,More than 89,YES
3018,2021,Female,Don't Know,Widowed,High School,49,1,NA,NA,NA,NA,About Right,Retired,More than 89,YES
3019,2021,Male,1930-1939,Married,Graduate,45,2,Disagree,Agree,Agree,Agree,Too Little,Working part time,More than 89,Inapplicable
3020,2021,Female,1970-1979,Divorced,Graduate,62,0,Strongly Agree,Strongly Disagree,Strongly Disagree,Agree,About Right,Working full time,50-59,Inapplicable
3021,2021,Female,1950-1959,Married,High School,46,1,Strongly Agree,Strongly Disagree,Strongly Disagree,Disagree,Too Little,Working full time,40-49,Inapplicable
3022,2021,Male,1940-1949,Married,Bachelors,17,3,NA,NA,NA,NA,Too Little,Working part time,10-19,Inapplicable
3023,2021,Female,1940-1949,Widowed,Associate/Junior College,42,3,Disagree,Agree,Agree,Agree,Too Much,Retired,More than 89,YES
3024,2021,Female,1980-1989,Never Married,High School,35,1,Strongly Agree,Strongly Disagree,Strongly Disagree,Disagree,About Right,Working full time,60-69,Inapplicable
3025,2021,Male,1950-1959,Married,Associate/Junior College,47,1,NA,NA,NA,NA,Too Much,Retired,More than 89,YES
3026,2021,Male,1940-1949,Married,Less than High School,35,2,Agree,Agree,Agree,Neither Agree Nor Disagree,About Right,Retired,More than 89,YES
3027,2021,Female,1950-1959,Divorced,Less than High School,24,2,Strongly Agree,Strongly Disagree,Strongly Disagree,Agree,Too Little,Retired,More than 89,YES
3028,2021,Female,1950-1959,Divorced,Associate/Junior College,59,6,Agree,Disagree,Agree,Neither Agree Nor Disagree,About Right,Working full time,30-39,Inapplicable
3029,2021,Male,1960-1969,Married,Bachelors,80,2,Strongly Agree,Disagree,Disagree,Agree,Too Little,Working full time,40-49,Inapplicable
3030,2021,Female,Don't Know,Married,Bachelors,49,6,Agree,Disagree,Disagree,Disagree,Too Little,Working full time,40-49,Inapplicable
3031,2021,Male,1950-1959,Married,Bachelors,63,2,Disagree,Disagree,Disagree,Agree,About Right,Working full time,40-49,Inapplicable
3033,2021,Male,1960-1969,Married,Graduate,61,2,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Too Little,Working full time,40-49,Inapplicable
3034,2021,Male,1980-1989,Married,Graduate,80,1,Disagree,Strongly Agree,Disagree,Strongly Agree,Too Little,Working full time,80-89,Inapplicable
3035,2021,Male,1950-1959,Married,Associate/Junior College,29,2,Agree,Disagree,Disagree,Disagree,About Right,Working part time,20-29,Inapplicable
3036,2021,Female,1960-1969,Married,Bachelors,38,0,Strongly Agree,Disagree,Disagree,Neither Agree Nor Disagree,About Right,Working full time,30-39,Inapplicable
3037,2021,Female,1990-1999,Never Married,Less than High School,NA,5,Strongly Agree,Strongly Agree,Agree,Agree,Too Little,Working full time,40-49,Inapplicable
3038,2021,Male,1990-1999,Married,High School,35,3,NA,NA,NA,NA,Too Little,Working full time,40-49,Inapplicable
3039,2021,Male,1950-1959,Married,Less than High School,24,4,NA,NA,NA,NA,Too Little,Retired,More than 89,YES
3040,2021,Male,1960-1969,Divorced,Less than High School,45,5,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,About Right,"Unemployed, laid off, looking for work",More than 89,Inapplicable
3041,2021,Female,Don't Know,Widowed,High School,53,3,NA,NA,NA,NA,Too Little,Retired,More than 89,YES
3042,2021,Female,1950-1959,Divorced,Bachelors,60,3,NA,NA,NA,NA,Too Little,"Unemployed, laid off, looking for work",More than 89,Inapplicable
3043,2021,Female,Don't Know,Married,Bachelors,53,1,Agree,Disagree,Disagree,Neither Agree Nor Disagree,Too Much,Retired,More than 89,YES
3044,2021,Male,1950-1959,Married,Graduate,58,3,Agree,Disagree,Strongly Disagree,Neither Agree Nor Disagree,About Right,Working full time,60-69,Inapplicable
3045,2021,Female,2000-2009,Married,High School,25,1,Strongly Agree,Strongly Disagree,Strongly Disagree,Agree,About Right,Keeping house,More than 89,YES
3046,2021,Female,1950-1959,Married,High School,45,1,Strongly Agree,Strongly Disagree,Disagree,Agree,About Right,Retired,More than 89,YES
3047,2021,Female,1950-1959,Married,Bachelors,52,2,Strongly Agree,Disagree,Strongly Disagree,Strongly Agree,Too Little,Retired,More than 89,YES
